novelLink,Book Name,lastChapterName,lastChapterLink,Book URL,Book Genre,Book Image,Book Author,Book Rating,Book Tags,Book Language,Description,Book Slug,Book Chapters,Novel Status,thumbnail
https://vipnovel.com/vipnovel/world-defying-dan-god/,World Defying Dan God,Chapter 1540,https://vipnovel.com/vipnovel/world-defying-dan-god/chapter-1540,https://www.novelupdates.com/series/world-defying-dan-god/,Action:Comedy:Fantasy:Harem:Martial Arts:Mature:Xuanhuan,https://cdn.novelupdates.com/images/2016/06/928d9cf1a938463a2fd77eee44ac3466.jpg,Solitary Little Thief,(3.9 / 5.0 830 votes),"Accelerated Growth,Angels,Arrogant Characters,Beast Companions,Blacksmith,Calm Protagonist,Crafting,Cunning Protagonist,Determined Protagonist,Dragons,Fast Cultivation,Friendship,Handsome Male Lead,Harem-seeking Protagonist,Immortals,Lucky Protagonist,Male Protagonist,Monster Tamer,Older Love Interests,Phoenixes,Pill Concocting,Romantic Subplot,S*xual Cultivation Technique,Soul Power,Strength-based Social Hierarchy,Sword And Magic,Unique Cultivation Technique,Weak to Strong",Chinese,"Young Chen Xiang had a fateful encounter with a goddess & demoness and received their peerless heritage divine pulses ultimate martial arts and transcendent alchemy techniques which gave him an easy ride in his journey of cultivation.
When hungry he refines some spirit pills to eat as snack when lonely he flirts with the goddesses when bored he teases those martial artists who came to beg for spirit pills when tired he lets his beautiful wives massage him.
",world-defying-dan-god, 469 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_3603.jpg
https://vipnovel.com/vipnovel/transmigrator-meets-reincarnator/,Transmigrator Meets Reincarnator,Chapter 709(End),https://vipnovel.com/vipnovel/transmigrator-meets-reincarnator/chapter-709end,https://www.novelupdates.com/series/transmigrator-meets-reincarnator/,Drama:Historical:Josei:Romance:Slice of Life,https://cdn.novelupdates.com/images/2017/09/cover04.jpg,Snow Mountain Mists,(4.3 / 5.0 1085 votes),"Abusive Characters,Arranged Marriage,Bickering Couple,Calm Protagonist,Charming Protagonist,Cold Love Interests,Cooking,Female Protagonist,Jealousy,Male Yandere,Multiple Reincarnated Individuals,Pregnancy,Reincarnation,Second Chance,Slow Romance,Transmigration",Chinese,"All Chu Lian had done was to read a book where the female lead had cheated on her wonderful husband. While wondering why before she knew it she was waking up in the body of that very same female lead!
Wait did that mean the handsome husband from the book was hers now? Chu Lian decided to welcome him with open arms!
However what she got wasn’t the kind husband she had been expecting. Instead his personality seemed to have been completely flipped! He left her all alone on their wedding night… and just five days into their marriage her dear husband abandoned his loving wife and left to enlist in the army!
Fine! Be that way! She could pass her days perfectly well somehow even if she had to do it alone!
Chu Lian put her household in order charmed the rest of her new family and did a little business on the side. She even opened up some new trade routes! Her days passed peacefully and leisurely… Until her dear husband got into trouble at the frontline of the war.
Hmph isn’t he crawling back to me for help in the end? Forget it I’ll go save him myself!
",transmigrator-meets-reincarnator, 709 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_13662.jpg
https://vipnovel.com/vipnovel/enchantress-amongst-alchemists-ghost-kings-wife/,Enchantress Amongst Alchemists: Ghost King’s Wife,Chapter 1238,https://vipnovel.com/vipnovel/enchantress-amongst-alchemists-ghost-kings-wife/chapter-1238,https://www.novelupdates.com/series/enchantress-amongst-alchemists-ghost-kings-wife/,Action:Adventure:Drama:Fantasy:Josei:Martial Arts:Romance:Xuanhuan,https://cdn.novelupdates.com/images/2016/10/16148s.jpg,Xiao Qi Ye,(3.7 / 5.0 505 votes),"Academy,Artifacts,Beautiful Female Lead,Cultivation,Doctors,Doting Parents,Genius Protagonist,Handsome Male Lead,Love Interest Falls in Love First,Marriage,Multiple Reincarnated Individuals,Past Plays a Big Role,Possessive Characters,Revenge,Time Skip,Transported to Another World,Weak to Strong",Chinese,"The previous owner of Mu Ru Yue’s body had been poisoned. Because of this her meridians were blocked hindering her cultivation which eventually led to her being known as tr*sh. After being beaten to death Mu Ru Yue who had originally been a successor to a medicinal aristocratic family in Hua Xia reincarnated into her new body. 
They want to seal my path? 
I will train to reach the peak of the realms! 
They give me a foolish prince as my husband? 
I can make do with him. 
It would be easier for me to deal with him rather than with other candidates who would be thrown at me in the future. I shall strive to become powerful enough that nobody will be able to mock or kill me!
",enchantress-amongst-alchemists-ghost-kings-wife, 1106 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_7983.jpg
https://vipnovel.com/vipnovel/the-male-leads-villainess-stepmother/,The Male Lead’s Villainess Stepmother,Chapter 291,https://vipnovel.com/vipnovel/the-male-leads-villainess-stepmother/chapter-291,https://www.novelupdates.com/series/the-male-leads-villainess-stepmother/,Comedy:Drama:Josei:Mature:Romance:Shoujo:Slice of Life,https://cdn.novelupdates.com/images/2019/10/stepmother.jpg,清越流歌,(3.8 / 5.0 251 votes),"Beautiful Female Lead,Childcare,Cute Protagonist,Doting Love Interests,Handsome Male Lead,Love Interest Falls in Love First,Transmigration,Wealthy Characters",Chinese,"Yan Shuyu a big fan of all sorts of cliche CEO novels had transmigrated into a book —
In the novel the wealthy CEO male lead has a villainous stepmother. She put up a front of being nice and tender to him when in fact she was bullying the male lead with her son. After she had successfully driven the male lead and his father apart her ambition continued to grow as she attempted to take away the inheritance from the male lead. In the second half of the book the truth came out — that the father had no feelings for her whatsoever but was merely using the two of them to hone his son’s character. In the end both the stepmom and her son were sent to jail by the male lead after he took over the family business.
Yan Shuyu transmigrated and became the well-hated villainous stepmother but she had transmigrated to the time before everything happened and the male lead was still a foolish child. Only a fool would want to become the stepmother of a foolish child. Yan Shuyu took a longing look at her “assigned husband” who was pretty much like the Sleeping Beauty before she quickly packed up and made a run for it.
After that Yan Shuyu checked out her $250 remaining on her card. She turned to look at her son who was clinging onto her leg and asking for milk. She wanted to look up at the sky and howl. Is it too late to go back to become the male lead’s whetstone?
",the-male-leads-villainess-stepmother, 220 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_25279.jpg
https://vipnovel.com/vipnovel/doomed-to-be-cannon-fodder/,Doomed to be Cannon Fodder,Chapter 295-End,https://vipnovel.com/vipnovel/doomed-to-be-cannon-fodder/chapter-295-end,https://www.novelupdates.com/series/doomed-to-be-cannon-fodder/,Comedy:Fantasy:Josei:Romance:Supernatural,https://cdn.novelupdates.com/images/2017/05/CmQUN1aCWceEWW0WAAAAAH_nNXg475175014.jpg,Whistling Night Rain,(4.5 / 5.0 1509 votes),"Adapted to Manhua,Army,Black Belly,Childcare,Cold Love Interests,Dense Protagonist,First Love,Handsome Male Lead,Love Interest Falls in Love First,Mob Protagonist,Naive Protagonist,Persistent Love Interests,Pregnancy,Royalty,S*xual Abuse,Strong Love Interests,Tsundere",Chinese,"She’s somehow ended up transmigrating into the book as the supporting female lead who was beaten to death! Deeply in love with the male lead she’s fated to be beaten to a bloody pulp before even holding hands with him?!
First things first she needs to survive and latch onto the big thigh of a patron. But the supporting male lead is a true gentleman and feels nothing for her stunning alluring body. That’s alright! She’ll latch onto the old madame or the male lead then!
But why does the supporting male lead look at her with increasingly odd eyes? And what of that Wulin Alliance Head with the personality disorder? You’re just a random bystander what are you getting involved for??
Finally the male lead could bear it no longer and dragged her back to the Prince Li Manor…
",doomed-to-be-cannon-fodder, 10 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_11567.jpg
https://vipnovel.com/vipnovel/i-transmigrated-into-a-stunning-plaything/,I Transmigrated Into A Stunning Plaything!,Chapter 113,https://vipnovel.com/vipnovel/i-transmigrated-into-a-stunning-plaything/chapter-113,https://www.novelupdates.com/series/i-transmigrated-into-a-stunning-plaything/,Adult:Harem:Historical:Josei:Martial Arts:Mature:Romance:Smut,https://cdn.novelupdates.com/images/2019/10/HTB1Xwq.av1H3KVjSZFHq6zKppXak.jpg,Jiāngshān Picturesque,(3.6 / 5.0 89 votes),"Ancient China,Assassins,Cold Love Interests,Female Protagonist,Handsome Male Lead,Male Yandere,Outdoor Interc**rse,Polyandry,Reverse Harem,R*pe,Transmigration",Chinese,"This is a story about how an author turned into a stunning princess after transmigrating into her own book accidentally becoming the plaything for the four handsome and powerful men. They were all men of high position and stuck between the four of them every path was ( ͡° ͜ʖ ͡°)
",i-transmigrated-into-a-stunning-plaything, 116 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_25284.jpg
https://vipnovel.com/vipnovel/taking-my-elder-brothers-as-husbands/,Taking My Elder Brothers As Husbands,Chapter 59,https://vipnovel.com/vipnovel/taking-my-elder-brothers-as-husbands/chapter-59,https://www.novelupdates.com/series/taking-my-elder-brothers-as-husbands/,Adult:Fantasy:Historical:Romance:Smut,https://cdn.novelupdates.com/images/2019/09/elder-brother-cover.jpg,Dai Fei,(3.8 / 5.0 181 votes),"Ancient China,Beautiful Female Lead,Devoted Love Interests,Familial Love,Female Protagonist,Handsome Male Lead,Lolicon,Love Rivals,Outdoor Interc**rse,Polyandry,R*pe Victim Becomes Lover,Reverse Harem,R*pe,Strong Love Interests,Tragic Past",Chinese,"Ever since she started putting on the beautiful jade bracelet she found in her ancestral home wet dreams began haunting Xu Wan every night. 
And on the forty-ninth day she transmigrated. 
Basically this is the story of how two elder brothers raised their little sister into the perfect wife.
",taking-my-elder-brothers-as-husbands, 66 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_25012.jpg
https://vipnovel.com/vipnovel/the-male-leads-substitute-wife/,The Male Lead’s Substitute Wife,Chapter 259,https://vipnovel.com/vipnovel/the-male-leads-substitute-wife/chapter-259,https://www.novelupdates.com/series/the-male-leads-substitute-wife/,Comedy:Josei:Mature:Romance,https://cdn.novelupdates.com/images/2019/10/MLSW.jpg,Zhǐ Zhǐ Bù Zuì,(3.6 / 5.0 223 votes),"Acting,Carefree Protagonist,Cute Story,Doting Love Interests,Handsome Male Lead,Love Interest Falls in Love First,Modern Day,Older Love Interests,R*pe,Transmigration,Wealthy Characters",Chinese,"When Su Yaya awakened she found herself in a novel world as the CEO’s Substitute Wife–-a mere cannon fodder. Knowing that divorce and a tragic ending was awaiting her once her look-alike the President’s first love returns Su Yaya only trusted one thing: Money.
She curried favor with her husband each day saved up resources and served him as a faithful wife. It was better to leave a good impression on him before separation so she could avoid her death flags.
The overbearing President was very satisfied with her and personally gave her his platinum card: “Take it and buy anything you’d like!” Su Yaya happily accepted. Of course she would take advantage of his pampering before the female protagonist appears!
As the CEO unexpectedly falls deeper despite this transactional relationship he never imagined that his wife would one day disappear from his side.
",the-male-leads-substitute-wife, 192 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_25327.jpg
https://vipnovel.com/vipnovel/sweet-chief-secretary/,Sweet Chief Secretary,Chapter 562,https://vipnovel.com/vipnovel/sweet-chief-secretary/chapter-562,https://www.novelupdates.com/series/sweet-chief-secretary/,Comedy:Drama:Josei:Mature:Romance:Slice of Life,https://cdn.novelupdates.com/images/2019/01/Sweet-Chief-Secretary.jpg,Qing Cheng Xiao,(3.2 / 5.0 34 votes),"Boss-Subordinate Relationship,Modern Day",Chinese,"The elder master in Shen’s refused female secretary to maintain his image，thus the girl who was beautiful and tough lost her job. Later she became the secretary of the young master a playboy.
As a secretary she not only had to help the playboy deal with the enemy but also help him deal with women. At the same time she also had to face suspicion and attacks.
She fought her way to gain his trust and became his best assistant. However things changed quietly.
She noticed that he was getting closer and closer and wanted to remind him not to cross the line but he said “If we don’t cross the line how can we fall in love?”
",sweet-chief-secretary, 78 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_20385.jpg
https://vipnovel.com/vipnovel/adopting-and-raising-the-male-lead-and-the-villain/,Adopting and Raising the Male Lead and the Villain,Chapter 261,https://vipnovel.com/vipnovel/adopting-and-raising-the-male-lead-and-the-villain/chapter-261,https://www.novelupdates.com/series/adopting-and-raising-the-male-lead-and-the-villain/,Comedy:Harem:Josei:Romance:School Life:Shoujo:Slice of Life,https://cdn.novelupdates.com/images/2019/09/armlv.jpg,Gu Zheng,(3.6 / 5.0 162 votes),"Adopted Children,Beautiful Female Lead,Dense Protagonist,Female Protagonist,Love Interest Falls in Love First,Modern Day,Reverse Harem,Wealthy Characters",Chinese,"Zhong Yuhuan had transmigrated into a book and became the female supporting character who was destined to die an untimely and tragic death. Coincidentally her family adopted two boys — the male lead and the villain of the book!
The male lead of the book would become a superstar in the show business and the villain a super successful and powerful businessman.
Zhong Yuhuan thus began her life of raising the male lead and the villain while faceslapping other scums. She would grow up quickly and live the life of the rich and powerful Mary Sue!
",adopting-and-raising-the-male-lead-and-the-villain, 209 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_24696.jpg
