novelLink,Book Name,lastChapterName,lastChapterLink,Book URL,Book Genre,Book Image,Book Author,Book Rating,Book Tags,Book Language,Description,Book Slug,Book Chapters,Novel Status,thumbnail
https://www.wuxiaworld.co/City-of-Sin/,City of Sin,Afterwords,/City-of-Sin/2592075.html,https://www.novelupdates.com/series/city-of-sin/,Action:Adventure:Fantasy:Harem:Mature:Tragedy:Xuanhuan,https://cdn.novelupdates.com/images/2015/11/sincity.jpg,Misty Rain of Jiangnan,(4.0 / 5.0 472 votes),"Age Progression,Army Building,Beast Companions,Betrayal,Calm Protagonist,Clever Protagonist,Death of Loved Ones,Dragons,European Ambience,Gods,Handsome Male Lead,Kingdom Building,Male Protagonist,Nobles,Politics,Pregnancy,Romantic Subplot,R*pe,Strategist,Sword And Magic",Chinese,"Every drop of this family bloodline is stained with sin. They are the embodiment of contradiction; calm yet maniacal with great memories yet often forgetful. They pledge themselves to their dreams yet often compromise are angels that are also devils… It’s why I hate them. And also love them. 
The only hope of his family a youth with the blood of elves and devils walks on a battleground of annihilation and rebirth. He wills his way through boiling lava and icy depths killing on this field of despair to strike down the lofty figure in his sight. One day he’ll grasp his blade tightly and survey his surroundings only to find no more enemies to kill.
",city-of-sin, 109 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_3860.jpg
https://www.wuxiaworld.co/Nine-Star-Hegemon-Body-Art/,Nine Star Hegemon Body Art,Chapter 1811 Thick Earth Essence Frui,/Nine-Star-Hegemon-Body-Art/2127544.html,https://www.novelupdates.com/series/nine-star-hegemon-body-art/,Action:Adventure:Harem:Martial Arts:Seinen:Xuanhuan,https://cdn.novelupdates.com/images/2017/08/Nine-Star-Hegemon-Body-Arts.jpg,Ordinary Magician,(3.2 / 5.0 325 votes),"Adapted to Manhua,Army Building,Arrogant Characters,Beast Companions,Bloodlines,Broken Engagement,Clever Protagonist,Cruel Characters,Death,Dragons,Enemies Become Lovers,Harem-seeking Protagonist,Heavenly Tribulation,Loli,Love Interest Falls in Love First,Male Protagonist,Multiple Realms,Pill Based Cultivation,Polygamy,Romantic Subplot,Shameless Protagonist,Stoic Characters,Unique Cultivation Technique",Chinese,"Long Chen a crippled youth who cannot cultivate is constantly targeted and bullied by his fellow noble heirs. After a particularly vicious beating he wakes up and realizes a Pill God’s soul has somehow merged with him giving him some additional memories. Within those memories is the mysterious Nine Star Hegemon Body Art a cultivation technique that even he can train in but whose secrets and origin are still a mystery to him. Relying on his improved instincts as he finally begins to cultivate he realizes a huge conspiracy is underfoot within the Phoenix Cry Empire one involving his father members of the imperial family and even the Emperor himself.
In order to solve the mysteries around him he must rely on his new alchemy techniques and the powerful but baffling Nine Star Hegemon Body Art. Countless enemies block him as he attempts to climb to the peak of the cultivation world.
Fate destined him to be only a chess piece but he would not bow to the will of the Heavens.
",nine-star-hegemon-body-art, 1679 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_13148.jpg
https://www.wuxiaworld.co/Imperial-God-Emperor/,Imperial God Emperor,1384 - The Grand Finale of Imperial God Emperor,/Imperial-God-Emperor/2576874.html,https://www.novelupdates.com/series/imperial-god-emperor/,Action:Adventure:Drama:Fantasy:Harem:Martial Arts:Mature:Sci-fi:Xuanhuan,https://cdn.novelupdates.com/images/2016/11/IGE.jpg,Luan Shi Kuang Dao,(3.8 / 5.0 673 votes),"Adapted to Manhua,Army,Artifacts,Beast Companions,Betrayal,Clever Protagonist,Corruption,Demons,Dragons,Genius Protagonist,Hard-Working Protagonist,Hot-blooded Protagonist,Late Romance,Long Separations,Male Protagonist,Military,Mysterious Family Background,Polygamy,Reincarnation,Romantic Subplot,Sword Wielder,Underestimated Protagonist,Wars",Chinese,"Ye Qingyu since the death of his parents four years ago has been laughed at by the entire Deer city. Little do people know he has just been biding his time for the entire four years. With the White Deer academy selection just around the corner can he shut the mouths of all those who have laughed at him? Join Ye Qingyu in his journey to solve the mystery behind his family’s death and to reclaim the Ye family property! It is fantastic!
",imperial-god-emperor, 1390 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_428.jpg
https://www.wuxiaworld.co/Upgrade-Specialist-in-Another-World/,Upgrade Specialist in Another World,Chapter 1356: A New Journey,/upgrade-specialist-in-another-world/2752987.html,https://www.novelupdates.com/series/upgrade-specialist-in-another-world/,Action:Adventure:Fantasy:Martial Arts:Shounen:Xuanhuan,https://cdn.novelupdates.com/images/2016/11/usaw-cover.jpg,Endless Sea Of Clouds,(3.5 / 5.0 733 votes),"Arrogant Characters,Artifacts,Beast Companions,Caring Protagonist,Crafting,Fast Cultivation,Game Elements,Hidden Abilities,Kidnappings,Magic,Misunderstandings,Naive Protagonist,Orphans,Poor to Rich,Romantic Subplot,Soul Power,Transplanted Memories,Unlucky Protagonist",Chinese,"Just as a gamer found an overpowered skill book called ‘Item Upgrade’ in the hottest virtual reality role-playing game on Earth something happened to the game’s system causing his soul to leave his body and go to another dimension. Common sense dictates that he would be born anew then become the greatest overlord of this world by making use of his advanced knowledge. Not in this case! He was already dead. Only some fragments of his soul and that skill book managed to get into that dimension and merge with an ordinary common youngster called Bai Yunfei.
This was the enormous Tianhun continent where humans could be said to have no limits. There was a group of humans here who could cultivate the power of their own souls then control their bodies the natural elements and even other people’s souls with that power! These special beings were called — soul cultivators. Come witness how the several fragments of the dead inter-dimensional traveler’s soul and that skill book which was not governed by the laws of this plane were going to help Bai Yunfei become a legendary soul cultivator and craftsman!
",upgrade-specialist-in-another-world, 1361 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_4475.jpg
https://www.wuxiaworld.co/Bringing-The-Farm-To-Live-In-Another-World/,Bringing The Farm To Live In Another World,Chapter 1543 – Not Enough Levels,/Bringing-The-Farm-To-Live-In-Another-World/2832748.html,https://www.novelupdates.com/series/bringing-the-farm-to-live-in-another-world/,Action:Adventure:Fantasy:Harem:Martial Arts,https://cdn.novelupdates.com/images/2016/01/20200000013920144728819823137_s.jpg,Ming Yu,(3.6 / 5.0 1088 votes),"Androids,Aristocracy,Beastkin,Broken Engagement,Cautious Protagonist,Cheats,Cultivation,Domestic Affairs,Economics,Farming,Game Elements,Hiding True Identity,Immortals,Loyal Subordinates,Maids,Merchants,Monster Tamer,Necromancer,Overpowered Protagonist,Polygamy,Religions,Servants,Souls,Spirits,System Administrator,Transmigration,Vampires,World Travel",Chinese,"“If he’s being badass I’m gonna plant my own crops. If he messes with me he will not live past next year.”
Homebody Zhao Hai brought ‘QQ Farm’ along in his traversal to another world and resided within the body of a fallen noble. His fief was a black land which nothing could be planted and more importantly he even had a peerlessly powerful fiancee who was actually the successor of a duchy and future Grand Duchess!
Even more importantly he is a magical and martial cripple who could not learn magic and martial arts. His crippling was very thorough.
“I can’t learn magic but I have the farm. You dare attack me? I’ll release bugs to eat up your rations and crops and put pesticides and weed agents into your water sources to make your lands grow weeds. See if you dare to attack me. What? You wanna hire killers to assassinate me? Hehehe. I’ll hide inside the little house in my farm and see how you can attack me. When you leave I’m gonna terminate your country’s crop productions and then all of your people will revolt. See if you dare to kill me.”
Watch how this somewhat black hearted hobo uses his QQ Farm in the world of swords and magic to become a globally known nightmarish existence.
",bringing-the-farm-to-live-in-another-world, 748 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_4623.jpg
https://www.wuxiaworld.co/A-Will-Eternal/,A Will Eternal,Epilogue,/A-Will-Eternal/1756495.html,https://www.novelupdates.com/series/a-will-eternal/,Action:Comedy:Harem:Seinen:Xianxia,https://cdn.novelupdates.com/images/2016/06/betacover.jpg,Er Gen,(4.4 / 5.0 1822 votes),"Acting,Adapted to Manhua,Arrogant Characters,Artifacts,Beautiful Female Lead,Cautious Protagonist,Clever Protagonist,Cultivation,Dao Comprehension,Enemies Become Lovers,Famous Protagonist,Fast Learner,Handsome Male Lead,Immortals,Long Separations,Magic Formations,Misunderstandings,Monsters,Narcissistic Protagonist,Politics,Protagonist with Multiple Bodies,Shameless Protagonist,Sword And Magic,Underestimated Protagonist,Weak to Strong",Chinese,"One will to create oceans. One will to summon the mulberry fields.
One will to slaughter countless devils. One will to eradicate innumerable immortals.
Only my will… is eternal.
A Will Eternal tells the tale of Bai Xiaochun an endearing but exasperating young man who is driven primarily by his fear of death and desire to live forever but who deeply values friendship and family.
",a-will-eternal, 110 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_5844.jpg
https://www.wuxiaworld.co/Divine-Throne-of-Primordial-Blood/,Divine Throne of Primordial Blood,"Book 7, Chapter 112: The End",/Divine-Throne-of-Primordial-Blood/2756825.html,https://www.novelupdates.com/series/divine-throne-of-primordial-blood/,Action:Adventure:Fantasy:Harem:Martial Arts:Mature:Mystery:Psychological:Xianxia:Xuanhuan,https://cdn.novelupdates.com/images/2017/05/c50d1f64fc83c1e5859ac01dd20f06fe.jpeg,Zero Destiny,(4.1 / 5.0 528 votes),"Academy,Antihero Protagonist,Beasts,Betrayal,Bloodlines,Bullying,Character Growth,Complex Family Relationships,Cunning Protagonist,Disabilities,Enemies Become Lovers,Family Conflict,Genius Protagonist,Handsome Male Lead,Hiding True Abilities,Kingdom Building,Magic Beasts,Marriage,Medical Knowledge,Monsters,Politics,Poor to Rich,Ruthless Protagonist,Seeing Things Other Humans Can't,Strong Love Interests,Underestimated Protagonist,Unique Weapons",Chinese,"Su Chen lost his sight in an unfortunate unanticipated encounter. He was unwilling to give up despite suffering one of the most tragic fates possible in the human realm and fought on. Su Chen wants to use his own efforts to create a completely new destiny both for himself and for mankind!
",divine-throne-of-primordial-blood, 100 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_11582.jpg
https://www.wuxiaworld.co/Monarch-of-Evernight/,Monarch of Evernight,Chapter 1368: No Choice,/Monarch-of-Evernight/2832633.html,https://www.novelupdates.com/series/monarch-of-evernight/,Action:Adventure:Drama:Fantasy:Martial Arts:Mature:Psychological:Seinen:Tragedy,https://cdn.novelupdates.com/images/2017/05/men-cover2.jpg,Misty Rain of Jiangnan,(3.9 / 5.0 543 votes),"Androgynous Characters,Betrayal,Character Growth,Cold Protagonist,Cultivation,Depictions of Cruelty,Devoted Love Interests,Firearms,Handsome Male Lead,Harsh Training,Late Romance,Military,Monsters,Nobles,Psychic Powers,R*pe,Special Abilities,Unique Cultivation Technique,Wars,Werebeasts",Chinese,"He rose from hardship but was felled by betrayal. From then on one man one gun; treads the path between Evernight and Daybreak to become a legend. No matter what was destined to be his fate he intends to become the ruler who dictates.
Follow Qianye as he traverse the wide wild and bloody world of Daybreak and Evernight.
",monarch-of-evernight, 1244 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_474.jpg
https://www.wuxiaworld.co/Red-Packet-Server/,Red Packet Server,Chapter 1386 - A sudden burst of inspiration,/Red-Packet-Server/2832769.html,https://www.novelupdates.com/series/red-packet-server/,Harem:Tragedy:Xuanhuan,https://cdn.novelupdates.com/images/2018/06/Red-Packet-Server.png,Zhi Xin,(3.2 / 5.0 551 votes),"Adopted Children,Beautiful Female Lead,Celebrities,Chat Rooms,Cooking,Demons,Eye Powers,Fast Cultivation,Firearms,Ghosts,Gods,Hell,Jack of All Trades,Love Interest Falls in Love First,Male Protagonist,Modern Day,Multiple Realms,Past Plays a Big Role,Polygamy,Popular Love Interests,Ruthless Protagonist,Slow Growth at Start,Tsundere,Weak to Strong",Chinese,"Ye Zichen was just a normal university student. Or so he thought.
Upon a ‘chanced’ invitation into a deities’ chat group filled with deities from the Heavenly Court Ye Zichen found out that there was much more to the world than what meets the eye. The Heavenly Court the Underworld and immortal cultivators which only exists in Chinese mythology… They are all real.
As Ye Zichen becomes more and more involved in that world filled with unworldly beings the wheels of destiny began to turn. What sort of destiny awaits him? Will he be able to prevent the tragedies that are to unfold? Will he be able to forge a new path; or will he succumb to wills of the greater beings that guide his life?
",red-packet-server, 1219 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_11451.jpg
https://www.wuxiaworld.co/Demon-Hunter/,Demon Hunter,Pika's Afterword,/Demon-Hunter/2266061.html,https://www.novelupdates.com/series/demon-hunter/,Action:Adventure:Harem:Mature:Psychological:Sci-fi:Tragedy,https://cdn.novelupdates.com/images/2016/11/1582s.jpg,Misty Rain of Jiangnan,(3.7 / 5.0 208 votes),"Adapted to Manhua,Apocalypse,Cannibalism,Depictions of Cruelty,Firearms,Gore,Human Experimentation,Military,Mutations,Post-apocalyptic,R*pe,Special Abilities,Survival,Weak to Strong",Chinese,"After the nuclear warfare massacres started to spread throughout the entire world. The order between humans completely collapses and the strong eats while the weak gets eaten becomes the #1 rule.
When you lose the chains of desire it means that you no longer have a road to go forward. You can only turn left or face right.
Hell is to the left but Hell could also to the right.
",demon-hunter, 1063 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_7590.jpg
https://www.wuxiaworld.co/Sage-Monarch/,Sage Monarch,Chapter 1601: It Ends,/Sage-Monarch/4494937.html,https://www.novelupdates.com/series/sage-monarch/,Action:Adventure:Fantasy:Martial Arts:Seinen:Xuanhuan,https://cdn.novelupdates.com/images/2016/04/1337051552793.jpg,Divine Dreamwalker,(3.3 / 5.0 375 votes),"Absent Parents,Angels,Arrogant Characters,Assassins,Beasts,Body Tempering,Caring Protagonist,Clan Building,Complex Family Relationships,Cultivation,Demons,Divination,Enlightenment,Fox Spirits,Gods,Heavenly Tribulation,Hiding True Identity,Immortals,Leadership,Low-key Protagonist,Magic Formations,Magical Technology,Mind Control,Multiple Timelines,Mysterious Past,Ninjas,Personality Changes,Politics,Protagonist with Multiple Bodies,Race Change,Revenge,Schemes And Conspiracies,Sect Development,Souls,Spear Wielder,Sudden Strength Gain,Time Paradox,Transplanted Memories,Unique Weapon User,Wars,World Travel",Chinese,"Yang Qi was the son of the patriarch of a wealthy family from a small town.
Believing himself to be in love he stole a pill for his lover only to have the girl betray him by taking the pill and leaving him behind.
Caught his dantian was crippled and left to die under the lightning.
This lightning helped him to recover his lost martial arts and also helped him gain a new divine-like cultivation technique.
After this second chance he gains more power as he sought revenge and also to find about his missing mother….
",sage-monarch, 1329 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_827.jpg
