novelLink,Book Name,lastChapterName,lastChapterLink,Book URL,Book Genre,Book Image,Book Author,Book Rating,Book Tags,Book Language,Description,Book Slug,Book Chapters,Novel Status,thumbnail
https://1stkissnovel.love/novel/this-evil-one-is-from-the-immortal-realm/,This Evil One Is From the Immortal Realm,Chapter 779,https://1stkissnovel.love/novel/this-evil-one-is-from-the-immortal-realm/chapter-779/,https://www.novelupdates.com/series/this-evil-one-is-from-the-immortal-realm/,Action:Adult:Adventure:Comedy:Drama:Fantasy:Romance:Xianxia:Yaoi,https://cdn.novelupdates.com/images/2020/04/238902.jpg,小酱包,(3.6 / 5.0 28 votes),"Black Belly,Clever Protagonist,Flashbacks,Past Plays a Big Role,Protagonist Falls in Love First,Slow Romance,Transmigration",Chinese,"Meeting for the first time he rushed to him with joy but was kicked off by someone’s merciless kick!
The second time Ye Xuan Chen put down his grand words: “Someday I’ll personally make surrender …”
Ling Tian sneered: “Just you?”
He smiled craftily: “Yes! Just me …. “
It wasn’t until one night when Ling Tian was pressed to the bed by a shameless man that he understood the meaning of that sentence!
This is the story of the rebirth of a cultivator who transmigrated into the body of a modern rich second generation.
See how he changes from an unenthusiastic mediocre student a hedonistic son of rich parents a hooligan and a waste who depends on his parents into a heaven defying male god who can be looked up to a top student and becomes an influential figure!
Of course slapping people’s faces is just his side business. Ye Xuan Chen’s main business is to knock someone down!
“I owe you so much I already can’t pay so I can only use my body to pay….”
“Scram!”
",this-evil-one-is-from-the-immortal-realm, 107 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_29000.jpg
https://1stkissnovel.love/novel/the-sovereigns-ascension/,The Sovereign’s Ascension,"Chapter 380 - My Sword, Eternal Glory",https://1stkissnovel.love/novel/the-sovereigns-ascension/chapter-380-my-sword-eternal-glory/,https://www.novelupdates.com/series/the-sovereigns-ascension/,Action:Adventure:Fantasy:Xuanhuan,https://cdn.novelupdates.com/images/2020/12/tsa_2.jpg,Fiery Moon,(3.7 / 5.0 30 votes),"Amnesia,Beast Companions,Cold Love Interests,Discrimination,Enlightenment,Hard-Working Protagonist,Hidden Abilities,Loner Protagonist,Monsters,Pill Based Cultivation,Sudden Strength Gain,Transmigration",Chinese,"As a lawyer back on earth Lin Yun had never lost a case. He owed his success to three things: two blessings he received at birth (a photographic memory and the ability to comprehend anything he studies) and an indomitable will he forged himself.
While on a trip in Shandong province he decided he would pay a visit to Mt. Tai. Just as he was cresting the peak he felt a sharp pain in his chest and his vision went black.
Upon waking up he found himself in the world of Profound Amber occupying the body of a sword s*ave who had shared his name. The last thing he remembered before dying was the image of a sword piercing his chest.
Through the memories his body retained the sword s*ave’s life Lin Yun came to understand the brutality of this world. If he sought respect he would have to earn it through strength. The weak found no compassion here.
Refusing to leave his fate in the hands of others Lin Yun set out to become a sovereign. No man or beast would stop him from achieving his destiny.
With his sword in hand he would overcome any obstacle.
",the-sovereigns-ascension, 73 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_19687.jpg
https://1stkissnovel.love/novel/one-hundred-ways-to-satisfy-your-beloved-wife/,One Hundred Ways to Satisfy Your Beloved Wife,v4 Chapter 649,https://1stkissnovel.love/novel/one-hundred-ways-to-satisfy-your-beloved-wife/v4-chapter-649/,https://www.novelupdates.com/series/one-hundred-ways-to-satisfy-your-beloved-wife/,Adult:Drama:Gender Bender:Mature:Romance,https://cdn.novelupdates.com/images/2020/04/FD36F481-9C58-46F6-A41D-3C9E051A0E50.jpeg,白袍人,(3.7 / 5.0 41 votes),"Amnesia,Female Protagonist,Modern Day,R*pe",Chinese,"The day he snaps her virginity he loses himself to her. Over a night the frugal orphan girl Lu Raorao who everyone loathes becomes the daughter-in-law of Qing Family making everyone jealous. Before people he is the superior hardhearted CEO while behind people he is the husband who dotes on his wife. “Mr. President give me a break.” She feels sore in her garden. And he smiles and flings himself upon her who has just pulled herself together again…
“Okay. Wait till your afterlife.”
",one-hundred-ways-to-satisfy-your-beloved-wife, 61 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_22587.jpg
https://1stkissnovel.love/novel/the-spiritual-plant-master-transmigration/,The Spiritual Plant Master Transmigration,Chapter 397,https://1stkissnovel.love/novel/the-spiritual-plant-master-transmigration/chapter-397/,https://www.novelupdates.com/series/the-spiritual-plant-master-transmigration/,Shounen Ai:Xianxia,https://cdn.novelupdates.com/images/2020/07/plantmaster2.jpg,Ye Yiluo,(4.2 / 5.0 38 votes),"Alchemy,Childcare,Cute Children,Farming,Power Couple,Seme Protagonist,Transmigration",Chinese,"Xiao Jingting a postgraduate agriculture student transmigrates to family outcast in the wild mainland. Xiao Jingting who has been single for more than 20 years is excited to find that he has a handsome male wife but his wife sleeps in another room and his two sons treat him like a monster. Xiao Jingting was somewhat frustrated to find that his predecessor was a scum who was only good at eating drinking whoring and gambling and even beat his wife and children. 
Now how could he reverse his image?
",the-spiritual-plant-master-transmigration, 31 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_32364.jpg
https://1stkissnovel.love/novel/i-give-half-of-my-life-to-you/,I Give Half of My Life to You,Chapter 107: Xiao Le Le (End of full text),https://1stkissnovel.love/novel/i-give-half-of-my-life-to-you/chapter-107-xiao-le-le-end-of-full-text/,https://www.novelupdates.com/series/i-give-half-of-my-life-to-you/,Romance,https://cdn.novelupdates.com/images/2020/06/halfmylife2b.jpg,城南花开,(4.7 / 5.0 19 votes),"Childhood Love,First Love,Kidnappings",Chinese,"Due to the words of the fortune teller Lin Miao a blessed girl who could live a hundred years was sent to the sick Yangzi of Young Master Yu who would not live long.
The young master who has been tortured by illness since childhood has a gloomy personality
until that day when the weather was favorable a girl arrived.
“They said I can live a hundred years I’ll give you half okay?
",i-give-half-of-my-life-to-you, 14 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_31965.jpg
https://1stkissnovel.love/novel/crown-of-thorns/,Crown of Thorns,CHAPTER 72,https://1stkissnovel.love/novel/crown-of-thorns/chapter-72/,https://www.novelupdates.com/series/crown-of-thorns/,Fantasy:Historical:Romance:Tragedy,https://cdn.novelupdates.com/images/2019/06/Crown-of-Thorns.jpeg,Se-Eun,(4.2 / 5.0 71 votes),"Appearance Different from Actual Age,Calm Protagonist,Death of Loved Ones,Enemies Become Lovers,Female Protagonist,Healers,Knights,Misunderstandings,R-15,Weak to Strong",Korean,"The person who was locked away inside the thorn-covered tower was not a princess but a witch who employed the powers of darkness.
A brave young hero came searching for the tower in order to kill the witch.
– Light would force the darkness to recede and grant it eternal rest
The witch wished.
That things would end with ‘and the hero lived happily ever after killing the witch’ like in the fairy tales.
And so she had devised everything to happen in accordance to her wishes.
But the boy who had grown up in but no time at all would make the unfamiliar face of man’s from time to time.
“You want me to kill you? ……Do you really think I’ll let you go?”
Reality was very different from the fairy tales.
“The people don’t know of the precious treasure locked away in the tower.
I won’t let anyone else have this god given treasure this crown of god surrounded by thorns that no one else could recognize.”
The hero gave the witch a slow and deep kiss.
“I am the true victor and no one else.”
",crown-of-thorns, 65 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_23135.jpg
https://1stkissnovel.love/novel/transmigrating-into-the-reborn-male-leads-ex-boyfriend/,Transmigrating into the Reborn Male Lead’s Ex-Boyfriend,Chapter 158: Extra three,https://1stkissnovel.love/novel/transmigrating-into-the-reborn-male-leads-ex-boyfriend/chapter-158-extra-three/,https://www.novelupdates.com/series/transmigrating-into-the-reborn-male-leads-ex-boyfriend/,Drama:Romance:Yaoi,https://cdn.novelupdates.com/images/2020/01/rmeb.jpg,温瑜宽,(4.5 / 5.0 187 votes),"Calm Protagonist,Cold Love Interests,Cute Story,Handsome Male Lead,Manly Gay Couple,Modern Day,Power Couple,Slow Romance,Transmigration",Chinese,"Song Xuanhe transmigrated into a book called “The President’s Seven Boyfriends”. He became the President’s cannon fodder ex-boyfriend Song Xuanhe.
The Song Xuanhe in the book: 180 cm tall so attractive he would trump over even the hottest celebrities three generations of family in business–a very appropriate rich third generation.
It wasn’t a loss to transmigrate into this kind of person. It was just that this was a rebirth story.
The Song Xuanhe in the book abused the male lead 800 times and had even indirectly caused the male lead’s death. Faced with the reborn blackened male lead his fate was obvious–not only did he reach rock bottom he even died without an intact corpse.
Right now he had become the cannon fodder ex-boyfriend that was foreordained to die without an intact corpse.
——
System: Don’t you think that the male lead has been a bit strange recently? It’s like he’s plotting something in the dark.
Song Xuanhe: Plotting how to kill me?
System: No plotting how to eat you.
——
Song Xuanhe who was lying on the bed with an aching waist pained back and legs suffering from cramps cursed the System 800 times–what happened to the male lead being a shou?!
Emphasis: Xiao Yuanmu is the gong! Xiao Yuanmu is the gong! Xiao Yuanmu is the gong! Moreover the big shot has always been a gong! Spoilers only up to here!
",transmigrating-into-the-reborn-male-leads-ex-boyfriend, 87 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_27301.jpg
https://1stkissnovel.love/novel/marrying-the-big-shot/,Marrying the Big Shot,Chapter 144: Extra three,https://1stkissnovel.love/novel/marrying-the-big-shot/chapter-144-extra-three/,https://www.novelupdates.com/series/marrying-the-big-shot/,Romance:School Life:Slice of Life:Yaoi,https://cdn.novelupdates.com/images/2020/06/marrybigshot1.jpg,逸烛,(4.1 / 5.0 34 votes),"Couple Growth,Determined Protagonist,Family Conflict,Marriage,Second Chance",Chinese,"In his previous life he was almost forced to marry a man rumoured to be cruel awful and suspected to be abusive. Xue Zimu firmly resisted escaping a calamity whilst carrying a huge debt. He was abandoned and ens*aved by his scum family.
When the debt was finally paid Xue Zimu thought he was on the verge of being freed however his sinister stepmother chose to to squeeze his last worth. He was blamed for  his brother’s crime of injuring others in street racing.
Consequently Xue Zimu’s life abruptly end at twenty-eight years old.
Fortunately  time was reversed Xue Zimu has a second chance.
This time he chose to marry the big shot
Before marriage:
Xue Zimu: I hear you are a grim insensitive and indifferent person but also have sexual dysfunctions.
Qi Yan: …
Xue Zimu: No worries I know other than having sexual dysfunctions everything is false.
Qi Yan: …Haha.
After marriage:
Xue Zimu: ? ? ? Where is the dysfunction? ! Gossip has wronged me! !
",marrying-the-big-shot, 39 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_31286.jpg
https://1stkissnovel.love/novel/one-night-lovely-wife-5-50-overwhelming-black-belly-husband/,One Night Lovely Wife $5.50: Overwhelming Black Belly Husband,Chapter 4207,https://1stkissnovel.love/novel/one-night-lovely-wife-5-50-overwhelming-black-belly-husband/chapter-4207/,https://www.novelupdates.com/series/one-night-lovely-wife-5-50-overwhelming-black-belly-husband/,Fantasy:Romance:School Life,https://cdn.novelupdates.com/images/2020/12/wife550yuan2.jpg,云女,(1.8 / 5.0 8 votes),"Beautiful Female Lead,Female Protagonist,Reincarnation",Chinese,"“Uncle don’t …… it hurts!”
“The nail is cut what hurts?!”
“Uncle pinched me there that’s why …… ” her small face blushed in protest but she can not resist the uncle’s favor:
In the last life she was bullied after the rebirth her uncle helped her to abuse the scum – the evil sister scheme? Uncle will face them!
The betrayal of an unscrupulous stepmother? Uncle buy her out!
A fiancé who breaks off her marriage in public? I’m sorry but I’m getting married to my uncle!
An overnight acquaintance uncle turned husband first meeting then bang bang. “Husband I’m old and ugly do you still love me?”
“Love? It’s better to show rather than say.”
",one-night-lovely-wife-5-50-overwhelming-black-belly-husband, 12 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_37167.jpg
https://1stkissnovel.love/novel/after-transmigrated-into-a-book-ive-gained-an-entire-family-of-cannon-fodder/,"After Transmigrated into a Book, I’ve Gained an Entire Family of Cannon Fodder",Chapter 139: Extra two,https://1stkissnovel.love/novel/after-transmigrated-into-a-book-ive-gained-an-entire-family-of-cannon-fodder/chapter-139-extra-two/,https://www.novelupdates.com/series/after-transmigrated-into-a-book-ive-gained-an-entire-family-of-cannon-fodder/,Comedy:Romance:Yaoi,https://cdn.novelupdates.com/images/2020/05/20191220063018.jpg,Wu Ren Tangyuan,(3.9 / 5.0 48 votes),"Acting,Doting Love Interests,Doting Parents,First Love,Hard-Working Protagonist,Movies,Multiple Transported Individuals,Previous Life Talent,Transmigration",Chinese,"When Qi Xing Chen gets transmigrated he transmigrates into a pleasure reading novel about the showbiz world and becomes a cannon fodder of this novel. 
This character’s name only appears one time on the tombstone because he gets killed by the main male lead of the book. 
Due to this Qi Xing Chen can only say you reap what you sow to the original owner. However his goal now is to stay alive throughout the story so that he can somehow return to the real world. 
But he seems to have some issue when he knows about his new family’s style.
Cannon Fodder Dad: I’ll buy you a private jet and build a private airport next to our family’s mines. Isn’t it enough for you to play for half a month? 
Cannon Fodder Older Brother: The Hollywood movie that we co-produce and the hottest IP drama of the year you can chose between the two. 
Cannon Fodder Younger Brother: (push the paparazzi’s head into the muddy water) Oh you dare to secretly take pictures of my brother I will make you see the sun rising at the crematorium forever!
Cannon Fodder Childhood Friend: Xing Xing’s graduation project is being mocked by the entire social media? Teaching Assistant give him my projects so he can play with them.
So Qi Xing Chen who has not been spoiled all his life waves his hands in tears: Isn’t it just to kill the popular male lead? Don’t waste your life away let me do it!
*
Later the male lead has calmed down from his high and buttoned up looking at Qi Xing Chen on the sofa with flushed face and curled toes: “Not enough or pretending to be dead hm?”
(thinking that he could) change his fate! Bottom x most-sought-after star! Top
— You’re the brightest star in my night sky.
",after-transmigrated-into-a-book-ive-gained-an-entire-family-of-cannon-fodder, 17 Chapters,Ongoing,
https://1stkissnovel.love/novel/i-advise-you-to-like-me-as-soon-as-possible/,I Advise You To Like Me As Soon As Possible,Chapter 77: Extra two,https://1stkissnovel.love/novel/i-advise-you-to-like-me-as-soon-as-possible/chapter-77-extra-two/,https://www.novelupdates.com/series/i-advise-you-to-like-me-as-soon-as-possible/,Romance,https://cdn.novelupdates.com/images/2020/07/New-Novel.jpg,叶斐然,(4.1 / 5.0 33 votes),"Co-Workers,Handsome Male Lead",Chinese,"Not long after Ning Wan was ‘banished’ by the headquarters to become a *community lawyer at Zheng Yuan Law Firm another victim was exiled and joined her.
Vivacious tall handsome a polite gentleman he exuded a unique aura…
An aura of someone who wouldn’t get any screen time even on his death in a dynasty drama. If he were to become a community lawyer one day he would end up being reprimanded by middle-aged people to the point of doubting life and crying rivers. He looked like a big silly softie and a newbie who was easy to pick on!
Ning Wan decided to beat this neglected novice into shape—
“Fu Zheng is it? The newcomers here must be obedient and discerning.”
“When I dig a pit you fill the soil. When I eat meat you drink the soup. When I go east you can’t go west… In short in this remote place which is beyond the reach of the central government I am God here.”
Although he was a little silly this newbie was a bit handsome obedient and tactful. She had gone soft on him and decided to impart him the half-assed ultimate skill she cultivated for a lifetime: how to shift the blame; how to loaf on the job; how to pay lip service to the boss?
She was very sincere and held nothing back—
“To tell you the truth my unique skills are not without cost. I advise you to like me as soon as possible. Let me analyze the advantages of liking me and the disadvantages of not liking me…”
The big silly softie Fu Zheng lost to the coercion and temptation and eventually succumbed. From that day on he devoted himself to Ning Wan.
",i-advise-you-to-like-me-as-soon-as-possible, 12 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_32541.jpg
https://1stkissnovel.love/novel/young-master-officers-wife-pursuit/,Young Master Officer’s Wife Pursuit,v5 Chapter 252,https://1stkissnovel.love/novel/young-master-officers-wife-pursuit/v5-chapter-252/,https://www.novelupdates.com/series/young-master-officers-wife-pursuit/,Action:Adventure:Romance,https://cdn.novelupdates.com/images/2020/05/offwifepursuit.jpg,水果店的瓶子,(3.4 / 5.0 7 votes),"Army,Military",Chinese,"Mo Shang Jun a rare female commander of the Reconnaissance Battalion was gorgeous as a pinup vase.
Rumour has it: this highness has capricious moods cunning ways and is the walking definition of the word shameless!
Yan Tian Xing the mysterious captain of the Yama Team in the Special Forces was a devil—he’s wicked hot.
Rumour has it: this young master has a cruel temperament ruthless ways and is the walking definition of the word tyrant!
In reality however.
The both of them are first-class ‘lookist’s!
note: ‘lookist’ refers to someone who assumes one’s character based on physical appearance or looks only however the word used in the raws is 颜控 which is closer to the definition of ‘appearance-complex’ meaning the person is very taken by appearance of others before anything else and favours good-looking people.
",young-master-officers-wife-pursuit, 5 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_29841.jpg
https://1stkissnovel.love/novel/i-never-want-to-be-a-younger-brother-again/,I Never Want to be a Younger Brother Again,Chapter 87,https://1stkissnovel.love/novel/i-never-want-to-be-a-younger-brother-again/chapter-87/,https://www.novelupdates.com/series/i-never-want-to-be-a-younger-brother-again/,Drama:Romance:Xuanhuan:Yaoi,https://cdn.novelupdates.com/images/2020/07/YoungerbrotherAgain3.jpg,Jiu Pin,(4.0 / 5.0 47 votes),"Beastkin,Cold Love Interests,Comedic Undertone,Handsome Male Lead,Misunderstandings,R*pe Victim Becomes Lover,Special Abilities,Transmigration",Chinese,"Yang Mu was originally a transmigrated person but unfortunately even though he transmigrated he did not get the life of a transmigrated protagonist.
After witnessing Shi Dixuan’s brutal murder of an Elder with the same name “Yang Mu” as himself Yang Mu was left with a deep mental trauma of Shi Dixuan.
After becoming Shi Dixuan’s younger brother Yang Mu was eventually framed by others and killed.
Then Yang Mu was reborn as the “Yang Mu” elder who was killed by Shi Dixuan in his past life. This new body was even more special as it could not have emotional fluctuations otherwise it would emit a special fragrance.
But whenever Yang Mu is beside Shi Dixuan it is impossible to have absolutely no emotional fluctuations.
Therefore after waking up Shi Dixuan thought Yang Mu had intentionally drugged him with an aphrodisiac and angrily left.
Yang Mu felt he was comparable to Dou’e* but he was too terrified to find trouble with Shi Dixuan.
When Yang Mu was finally able to let go of the incident and move on he suddenly discovered there was something abnormal with his body.
",i-never-want-to-be-a-younger-brother-again, 3 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_32576.jpg
https://1stkissnovel.love/novel/wife-cant-escape/,Wife Can’t Escape,Chapter 109:,https://1stkissnovel.love/novel/wife-cant-escape/chapter-109/,https://www.novelupdates.com/series/wife-cant-escape/,Historical:Josei:Romance:Supernatural:Tragedy,https://cdn.novelupdates.com/images/2020/05/216105s.jpg,明月像餅,(4.1 / 5.0 158 votes),"Abusive Characters,Beautiful Female Lead,Clingy Lover,Cruel Characters,Emotionally Weak Protagonist,Female Protagonist,Love Interest Falls in Love First,Obsessive Love,Possessive Characters,Reincarnation,Second Chance,Transmigration,Villainess Noble Girls,Yandere",Chinese,"Song Luan transmigrated into a book called “The Powerful Minister” and became the wife of the Male Lead. In the book the original owner was snobbish abandoned her son and finally died in a fire. Song Luan who had read the book expressed a panic. Then she prepared to be a new leaf and hug the male lead’s golden thigh.
",wife-cant-escape, 128 Chapters,Completed,https://cdn.novelupdates.com/imgmid/series_30303.jpg
https://1stkissnovel.love/novel/the-interstellar-male-god/,The Interstellar Male God,Chapter 407 (END),https://1stkissnovel.love/novel/the-interstellar-male-god/chapter-407-end/,https://www.novelupdates.com/series/the-interstellar-male-god/,Action:Adventure:Comedy:Fantasy:Romance:Wuxia:Yaoi,https://cdn.novelupdates.com/images/2020/04/297773_243_waifu2x_art_noise1_scale_tta_1.png,Demon Fox With Fiery Tail,(4.1 / 5.0 34 votes),"Acting,Celebrities,Cultivation,Cute Story,Devoted Love Interests,Doting Older Siblings,Forced Living Arrangements,Handsome Male Lead,Love Interest Falls in Love First,Strong Love Interests,Transmigration",Chinese,"When a genius cultivator transmigrates into a new world he suddenly becomes a waste without a system. After being chased out of his family he’ll cook delicious foods when he’s ravenous. He’ll fish when he’s bored and in his free time he’ll act in films. He’s really living the good life. However there’s an annoying person who always comes seeking trouble. Although I may have a gentle personality that doesn’t mean I’m a pushover!
",the-interstellar-male-god, 40 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_29389.jpg
https://1stkissnovel.love/novel/what-if-my-brother-is-too-good/,What if My Brother is Too Good?,Chapter 92 (END): Omnipotence,https://1stkissnovel.love/novel/what-if-my-brother-is-too-good/chapter-92-end-omnipotence/,https://www.novelupdates.com/series/what-if-my-brother-is-too-good/,Drama:Josei:Romance:Shoujo,https://cdn.novelupdates.com/images/2019/10/212086s.jpg,Shi Liu Yue Xi Gua,(4.0 / 5.0 135 votes),"Acting,Cold Love Interests,Doting Love Interests,Familial Love,Handsome Male Lead,Modern Day,Possessive Characters,Siblings Not Related by Blood,Strong Love Interests,Wealthy Characters",Chinese,"In the novel “Forced Love” the female supporting character Huo Wu was a fake princess who had occupied someone else’s position for 18 years. 
And everything she possessed should have belonged to the female lead. 
After an accident Huo Wu’s real identity was completely exposed. 
She and the female lead returned to their respective places but she was still regarded by the female lead as a nail in her eye and a thorn in her flesh and ultimately came to a miserable end. 
——————-
After Huo Wu a small 18th line celebrity transmigrated into the character of the same name in the book she shivered. 
The female lead’s fighting abilities are too strong she really can’t afford to offend her. 
In order to avoid the ending in the book she held on tightly to her “brother’s” thigh in order to seek protection. 
His golden thighs were exceptionally strong and this top rated “brother” was powerful to the point where there was nothing he couldn’t do. 
But… 
How come she isn’t allowed to let go after holding onto him? 
QAQ 
———————
Huo Wu blinked her eyes “Wouldn’t it be good if you were really my brother?” 
Huo Yu Sen faintly refused “No I just want to be your man.” 
———————
My brother is too good to me what should I do? 
What else can you do? Of course you should be together.
",what-if-my-brother-is-too-good, 83 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_25317.jpg
https://1stkissnovel.love/novel/married-to-a-disabled-man-in-the-70s/,Married to a Disabled Man in the 70’s,Chapter 62: Last world extra,https://1stkissnovel.love/novel/married-to-a-disabled-man-in-the-70s/chapter-62-last-world-extra/,https://www.novelupdates.com/series/married-to-a-disabled-man-in-the-70s/,Comedy:Fantasy:Josei:Romance,https://cdn.novelupdates.com/images/2020/06/Hi8J2qzRv5AsTXc.jpg,Home毒步天下,(4.3 / 5.0 55 votes),"Beautiful Female Lead,Character Growth,Cute Story,Doting Older Siblings,Familial Love,Female Protagonist,Handsome Male Lead,Marriage,Second Chance,Smart Couple,Transmigration",Chinese,"In the book of a certain era there was a female lead who first took a fancy to the face of the male lead and married him forcefully. But because the male lead’s legs got injured she wanted to escape from marriage.
During their engagement she eloped with a young man which resulted to the blackening value of the male lead.
When Su Jiaojiao transmigrated to this role and faced her husband’s black face she forcefully changed her words: “Marry how can I not want to marry!”
The next second a mechanical sound rings in her mind: [The matchmaker system is activated host Su Jiaojiao is bounded successfully. I wish host and husband a long life together!!]
Su Jiaojiao: “Huh?!”
Matchmaker System: [Please make a delicious meal for your husband and get his praise. You can get a bag of wheat flour after finishing.]
Su Jiaojiao dropped down a bowl of noodles and delivered them to the man in front of her.
The man slightly reluctantly said: “It’s delicious.”
Matchmaker System: [Praise is not sincere enough please continue!]
Su Jiaojiao took half of the noodles from the man and says: “Sincerely! Otherwise you won’t eat the remaining noodles! “
The weak helpless and pitiful man: “It’s really delicious!”
Matchmaker System: [Task success reward distribution in progress]
*****
Song Qinghan whose family didn’t love him had suffered all kinds of hardships in order to survive. One day when he broke his leg he thought he would fall into the abyss again but he was pulled up by a ferocious voice: “Say I love you three times or you won’t eat it!”
Song Qinghan with a red face and earnestly said “I love you my wife!”
After shouting he buried his face in his wife’s neck and murmured “JiaoJiao loves me so much!!” I’m too shy!
",married-to-a-disabled-man-in-the-70s, 19 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_31575.jpg
https://1stkissnovel.love/novel/his-canary/,His Canary,Chapter 70: Kageaki Extra (End),https://1stkissnovel.love/novel/his-canary/chapter-70-kageaki-extra-end/,https://www.novelupdates.com/series/his-canary/,Josei:Mature:Psychological:Romance:School Life,https://cdn.novelupdates.com/images/2020/04/20200216221439.jpg,流兮冉,(3.9 / 5.0 55 votes),"Beautiful Female Lead,Different Social Status,Female Protagonist,Handsome Male Lead,Male Yandere,Obsessive Love,Possessive Characters,Stockholm Syndrome",Chinese,"What is it like to be forced to be with someone you don’t like?
Dong Ci answered after experiencing:
First reject the unacceptable then realize that you are moved by him fall in love with him and finally – you can no longer be separated from him.
—
Dong Ci met a wanton teenager when she was young. Since then her life was full of his existence. At first she couldn’t stand his domineering and strong personality so she wished to get rid of him. But the two were entangled together from school to marriage anyway.
In the end after a battle of life and death Dong Ci suddenly discovered that there was nothing she couldn’t let go and the pain that he once caused – which she thought was unforgivable before – couldn’t overcome his love.
",his-canary, 38 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_29577.jpg
https://1stkissnovel.love/novel/dousha-bao/,Dousha Bao,Chapter 82: 83rd,https://1stkissnovel.love/novel/dousha-bao/chapter-82-83rd/,https://www.novelupdates.com/series/dousha-bao/,Drama:Slice of Life:Yaoi,https://cdn.novelupdates.com/images/2020/06/豆沙包.png,Radish Rabbit,(3.7 / 5.0 39 votes),"Calm Protagonist,Cold Love Interests,Loner Protagonist,Mpreg",Chinese,"Six years ago in order to repay his lover’s debt Wang Yincheng gave birth to a child through surrogacy.
Six years later when he flew to H City alone for work he accidentally met his former lover at the airport. The man was now not only living a beautiful life but also had a tall handsome and rich president boyfriend.
However what Wang Yincheng did not expect was that the six-year-old son of that indifferent president looked strangely similar to him by as much as seven points out of ten.
",dousha-bao, 41 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_31586.jpg
https://1stkissnovel.love/novel/the-poor-babys-manipulation-manual/,The Poor Baby’s Manipulation Manual,Chapter 249,https://1stkissnovel.love/novel/the-poor-babys-manipulation-manual/chapter-249/,https://www.novelupdates.com/series/the-poor-babys-manipulation-manual/,Drama:Romance:School Life:Tragedy:Yaoi,https://cdn.novelupdates.com/images/2020/06/novelimage.png,Tang Wei Shuai,(3.8 / 5.0 25 votes),"Abusive Characters,Episodic,Love Interest Falls in Love First,Misunderstandings,Multiple Realms,Possessive Characters,Strong Love Interests,Unrequited Love,Yandere",Chinese,"He Qing is a poor baby. He’s been bullied and he’s been deceived. He was tricked out of money tricked into s*x and tricked into love. 
He’s kind he’s pure he’s clear and without artifice unsullied by the filth around him. Even if he’s tyrannizing scumbags he has to tyrannize them pitifully!
By the time he’s finished his mission he’s abused those scumbags until they’re questioning their lives and they prefer death to living on. 
Happily holding onto his total points the true maneater He Qing goes on to the next world he’ll be a poor baby in.
",the-poor-babys-manipulation-manual, 11 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_31994.jpg
https://1stkissnovel.love/novel/the-idol-and-the-disabled-president-made-an-official-announcement/,The Idol And The Disabled President Made An Official Announcement,Chapter 114: Extra Atsushi Kano,https://1stkissnovel.love/novel/the-idol-and-the-disabled-president-made-an-official-announcement/chapter-114-extra-atsushi-kano/,https://www.novelupdates.com/series/the-idol-and-the-disabled-president-made-an-official-announcement/,Romance:Yaoi,https://cdn.novelupdates.com/images/2020/08/TIATDPMAOA.jpg,Xiu Sheng,(4.4 / 5.0 32 votes),"Acting,Cute Protagonist,Doting Love Interests,Love Interest Falls in Love First,Older Love Interests,Showbiz",Chinese,"Ye Hangsheng was disabled in both legs and bad at walking. The rumor was that he was a moody man and no one dared to hold his shining golden thighs.
Wen Run never believed these rumors every time he saw him from afar he smiled with curved eyes and was filled with joy.
Then someone else said “Look at that Wen Run he even risked his life to climb the bed and Ye Hansheng the god of evil dared to mess with him.
Wen Run tried to explain every time: Ye Hansheng is not like that he is a good man.
Ye Hansheng happened to hear and decided to show the little sheep what a bad guy was.
The little sheep was trembling with fear and shyness but not fear and disgust he was simply unbelievably good and soft.
Ye Hansheng’s heart suddenly softened thinking that it was not difficult to be a good person.
Later they found out that the little transparent Wen Run really held the golden thigh. All the way the resources kept gathering a line of traffic like a rocket.
And Ye Hansheng was also really a good person. Only…he was only good to Wen Run.
",the-idol-and-the-disabled-president-made-an-official-announcement, 28 Chapters,Ongoing,https://cdn.novelupdates.com/imgmid/series_33768.jpg
